カメラ名,メーカー名,発売年,Wikipedia_URL,統合処理日,年度タグ,重複チェックメモ,センサー種別,解像度,重量,発売年月,ISO感度,連写性能,価格
Fujifilm GFX 50R,Fujifilm,2017,https://en.wikipedia.org/wiki/Fujifilm_GFX_50R,2025-08-27T22:49:37.370097,2017,,CMOS with [[Bayer filter]],51.4 megapixels <br>8256 × 6192,{{convert|775|g|lb|abbr=on}} <br><small>including battery and memory card</small>,{{Start date and age|2018|9|25}},100–12800 <small>(standard)</small> <br>50–102400 <small>(extend)</small>,,"USD 4500 <small>(body)</small>, USD 5500 <small>(kit)</small>, USD 6000 <small>(kit)</small>"
Fujifilm GFX 50S,Fujifilm,2017,https://en.wikipedia.org/wiki/Fujifilm_GFX_50S,2025-08-27T22:49:37.370099,2017,,CMOS with [[Bayer filter]],8256 x 6192<br>(51.4 megapixels),{{convert|825|g|lb|abbr=on}} <br><small>including battery and memory card</small>,"January 19, 2017<ref name=FujiGFX50S/>",100–12800 <small>(standard)</small> <br>50–102400 <small>(extend)</small>,,"USD 6,499 <small>(body)</small>,<br><small>(kit not offered)</small>"
Fujifilm X-E3,Fujifilm,2017,https://en.wikipedia.org/wiki/Fujifilm_X-E3,2025-08-27T22:49:37.370101,2017,,[[Fujifilm X-Trans sensor|X-Trans CMOS III]],6016 x 4016<br>(24.3 megapixels),337g <br><small>including battery and memory card</small>,,200–12800 <small>(standard)</small> <br>100–51200 <small>(extend)</small>,,
Fujifilm X-T20,Fujifilm,2017,https://en.wikipedia.org/wiki/Fujifilm_X-T20,2025-08-27T22:49:37.370103,2017,,[[Fujifilm X-Trans sensor|X-Trans CMOS III]],6016 x 4016<br>(24.3 megapixels),{{convert|383|g|lb|abbr=on}} <br><small>including battery and memory card</small>,2017 January 17<ref name=FujiXT20/>,200–12800 <small>(standard)</small> <br>100–51200 <small>(extend)</small>,,"USD 899 <small>(body)</small>,<br> USD 1,199 <small>(kit)</small>"
Leica CL (Typ 7323),Leica,2017,https://en.wikipedia.org/wiki/Leica_CL_(Typ_7323),2025-08-27T22:49:37.370106,2017,,23.6 x 15.7mm CMOS,"6,000 × 4,000 (24 megapixels)",,November 2017,,,
Leica M10,Leica,2017,https://en.wikipedia.org/wiki/Leica_M10,2025-08-27T22:49:37.370108,2017,,[[CMOS]],24 [[Megapixels]] (RAW Color Depth:12bits),{{Convert|660|g|abbr=on}} (incl. battery),,100 to 50000,,"$6,495<ref name=""techcrunch"">{{cite web | url = https://techcrunch.com/2017/01/18/leicas-m10-takes-a-great-camera-line-of-the-past-and-makes-it-digital/ | publisher = [[TechCrunch]] | title = Leica's M10 takes a great camera line of the past and makes it digital | date = 18 January 2017 | access-date= 19 January 2017 | first = Stefan  | last = Etienne}}</ref> / £5,600<ref name=""ap"">{{cite web | url = http://www.amateurphotographer.co.uk/reviews/compacts/leica-m-10-review-hands-on-first-look | publisher = [[Amateur Photographer]] | title = Leica M10 review: hands on first look | date = 18 January 2017 | access-date= 19 January 2017 | first = Michael | last = Topham}}</ref>"
Leica TL2,Leica,2017,https://en.wikipedia.org/wiki/Leica_TL2,2025-08-27T22:49:37.370110,2017,,CMOS,6016&nbsp;× 4014 (24 megapixels),399&nbsp;g including battery,10 July 2017,100–50.000,,
Nikon D850,Nikon,2017,https://en.wikipedia.org/wiki/Nikon_D850,2025-08-27T22:49:37.370112,2017,,[[CMOS]] BSI,,{{convert|915|g|lb|}} (body only)<br>,24 August 2017,"64–25,600 in 1, 1/2 or 1/3 EV steps (down to 32 and up to 102,400 as expansion)",,
Nikon D7500,Nikon,2017,https://en.wikipedia.org/wiki/Nikon_D7500,2025-08-27T22:49:37.370114,2017,,"[[Nikon DX format]], 23.5&nbsp;mm x 15.7&nbsp;mm [[CMOS]]; 4.2 μm pixel size|res=5,568 × 3,712 (20.9&nbsp;M pixels sensor)|lens=Interchangeable, [[Nikon F-mount]]|shutter=Electronically controlled vertical-travel focal plane shutter|shutterRange=30&nbsp;s – 1/8000&nbsp;s, bulb|metering=Three-mode through-the-lens (TTL) exposure metering|emode=Programmed Auto [P] with flexible program; Shutter-Priority Auto [S]; Aperture Priority Auto [A]; Manual [M]|mmode=|farea=51 points, 15 cross-type sensors|fmode=Instant single-servo AF (S), continuous-servo AF (C), manual (M)|cont=8 frame/s, up to 50 frames (RAW)|viewfinder=Optical, 100% frame coverage|speedRange=100–51,200 in 1, 1/2 or 1/3 EV steps (down to 50 and up to 1,640,000 as expansion)|flash=Yes|flbkt=|WB=|wbbkt=|vidrecord = [[4K resolution|4K]] up to 30 fps<br>[[1080p]] up to 60 fps|battery=EN-EL15a|rearLCD=3.2-inch tilting TFT LCD with 922K dots with touchscreen|recording_medium=SD/SDHC/SDXC|weight={{convert|640|g|lb|}} body only| madeIn = {{THA}} | predecessor      = [[Nikon D7200]]",,,,,,
Olympus OM-D E-M10 Mark III,Olympus,2017,https://en.wikipedia.org/wiki/Olympus_OM-D_E-M10_Mark_III,2025-08-27T22:49:37.370117,2017,,,,,,,,
Olympus Tough TG-5,Olympus,2017,https://en.wikipedia.org/wiki/Olympus_Tough_TG-5,2025-08-27T22:49:37.370119,2017,,BSI-CMOS,4000 x 3000 (12 megapixels),"Approx. 250 g (with battery and memory card, based on CIPA standards) (0.55 lb / 8.72 oz)",<!-- Release date -->,AUTO ISO: 100 ‐ 1600 with customizable upper limit from 100 to 12800 Manual ISO: 100 - 12800 (adjustable),,
Panasonic Lumix DC-G9,Panasonic,2017,https://en.wikipedia.org/wiki/Panasonic_Lumix_DC-G9,2025-08-27T22:49:37.370121,2017,,[[CMOS]],5184 x 3888 px (20.1 [[megapixels]]),650 g (battery and SD cards inserted),December 2017,"ISO 200-25600, extendable to 100",,
Panasonic Lumix DC-GH5,Panasonic,2017,https://en.wikipedia.org/wiki/Panasonic_Lumix_DC-GH5,2025-08-27T22:49:37.370123,2017,,[[CMOS]],5184 x 3888 px (20.1 [[megapixels]]),725 g (1.595 lb) (battery and SD cards inserted),March 2017,"ISO 200-25600, extendable to 100",,
Pentax KP,Pentax,2017,https://en.wikipedia.org/wiki/Pentax_KP,2025-08-27T22:49:37.370126,2017,,,,,,,,
Sony α7R III,Sony,2017,https://en.wikipedia.org/wiki/Sony_α7R_III,2025-08-27T22:49:37.370131,2017,,[[BSI-CMOS]],7952&nbsp;× 5304 (42 megapixels),657&nbsp;g including battery,<!-- Release date -->,ISO 100–32000 (expandable to ISO 50–102400) (still images); ISO 100–12800 (movies)<ref>{{cite web|access-date=2018-11-12|title=Sony α7R III 35mm full-frame camera with autofocus|url=https://www.sony.co.uk/electronics/interchangeable-lens-cameras/ilce-7rm3#product_details_default|website=Sony}}</ref>,,
Sony α9,Sony,2017,https://en.wikipedia.org/wiki/Sony_α9,2025-08-27T22:49:37.370133,2017,,35.6×23.8&nbsp;mm [[Exmor]] [[Full-frame digital SLR|full-frame]] RS CMOS Sensor,6000×4000 (3:2) (24.2 [[megapixel]]),Approx. {{convert|673|g|abbr=on}} <br><small>including battery and memory card</small>,,"Auto, 100-51,200 expandable to 204,800",,"4,500 USD|lens_mount=[[Sony E-mount]]}}"
Canon EOS 2000D,Canon,2018,https://en.wikipedia.org/wiki/Canon_EOS_2000D,2025-08-27T22:49:37.889533,2018,,[[CMOS]],24.1 [[megapixels]],{{cvt| 475 |g|oz}} [[Camera & Imaging Products Association|CIPA]],,100&nbsp;– 6400 (expandable to H: 12800),,
Canon EOS 4000D,Canon,2018,https://en.wikipedia.org/wiki/Canon_EOS_4000D,2025-08-27T22:49:37.889552,2018,,,,,,,,
Canon EOS M50,Canon,2018,https://en.wikipedia.org/wiki/Canon_EOS_M50,2025-08-27T22:49:37.889555,2018,,,,,,,,
Canon EOS R,Canon,2018,https://en.wikipedia.org/wiki/Canon_EOS_R,2025-08-27T22:49:37.889559,2018,,Full Frame [[CMOS]],"6,720 × 4,480 pixels (30.1 MP)","{{cvt|580|g|oz}} (body only),<ref name=""Canon_UK_EOS_R_specifications"">{{cite web |url=https://www.canon.co.uk/cameras/eos-r/specifications/ |title=Specifications & Features — EOS R |website=Canon UK |access-date=2024-03-01 |archive-date=2024-03-01 |archive-url=https://web.archive.org/web/20240301223311/https://www.canon.co.uk/cameras/eos-r/specifications/ |url-status=live }}</ref> {{cvt|660|g|oz}} (incl. battery and memory card)<ref name=""Canon_UK_EOS_R_specifications""/>","9 October 2018<ref name=""Trusted_Reviews_EOS_R_news"">{{cite web |url=https://www.trustedreviews.com/news/canon-eos-r-camera-release-date-specs-price-3552319 |last=Wilson |first=Mark |title=Canon EOS R: all you need to know about Canon’s full-frame mirrorless camera |website=Trusted Reviews |date=2018-09-05 |access-date=2024-03-01 |archive-date=2024-03-01 |archive-url=https://web.archive.org/web/20240301220605/https://www.trustedreviews.com/news/canon-eos-r-camera-release-date-specs-price-3552319 |url-status=live }}</ref>","ISO 100&nbsp;– 40,000 expandable to 102,400",,"$2299 (body only)<ref name=""EOSR_dpreview_page1""/>"
Fujifilm X-A5,Fujifilm,2018,https://en.wikipedia.org/wiki/Fujifilm_X-A5,2025-08-27T22:49:37.889561,2018,,CMOS with [[Bayer filter]],6000 x 4000<br>(24.2 megapixels),{{convert|361|g|lb|abbr=on}} <br><small>including battery and memory card</small>,31 January 2018<ref name=FujiXA5/>,200–12800 <small>(standard)</small> <br>100–51200 <small>(extend)</small>,,USD 599 <small>(kit)</small>
Fujifilm X-H1,Fujifilm,2018,https://en.wikipedia.org/wiki/Fujifilm_X-H1,2025-08-27T22:49:37.889564,2018,,[[Fujifilm X-Trans sensor|X-Trans CMOS III]],24.3 megapixels <br>6000 x 4000,{{convert|673|g|lb|abbr=on}} <br><small>including battery and memory card</small>,{{Start date and age|2018|02|15|df=yes|br=yes}},200–12800 <small>(standard)</small> <br>100–51200 <small>(extend)</small>,,"USD 1,899 <small>(body)</small>, USD 2,199 <small>(bundle)</small>"
Fujifilm X-T3,Fujifilm,2018,https://en.wikipedia.org/wiki/Fujifilm_X-T3,2025-08-27T22:49:37.889566,2018,,[[Fujifilm X-Trans sensor|X-Trans CMOS 4]],26.1 megapixels <br>6240 x 4160,{{convert|539|g|lb|abbr=on}} <br><small>including battery and memory card</small>,{{Start date and age|2018|09|06}},160–12800 <small>(standard)</small> <br>80–51200 <small>(extend)</small>,,"'''X-T3''': USD 1,499 <small>(body)</small>,<br> USD 1,899 <small>(kit)</small> <br>'''X-T3 WW''': USD 1,100 <small>(body)</small>,<br> USD 1,500 <small>(kit)</small>"
Fujifilm X-T100,Fujifilm,2018,https://en.wikipedia.org/wiki/Fujifilm_X-T100,2025-08-27T22:49:37.889568,2018,,[[CMOS]] with [[Bayer filter]],24.2 megapixels <br>6000 x 4000,{{convert|448|g|lb|abbr=on}} <br><small>including battery and memory card</small>,{{Start date and age|2018|06|21}}<ref name=FujiXT100/>,200–12800 <small>(standard)</small> <br>100–51200 <small>(extend)</small>,,"USD 699 <small>(body)</small>,<br> USD 799 <small>(kit)</small>"
Leica M10,Leica,2018,https://en.wikipedia.org/wiki/Leica_M10,2025-08-27T22:49:37.889571,2018,,[[CMOS]],24 [[Megapixels]] (RAW Color Depth:12bits),{{Convert|660|g|abbr=on}} (incl. battery),,100 to 50000,,"$6,495<ref name=""techcrunch"">{{cite web | url = https://techcrunch.com/2017/01/18/leicas-m10-takes-a-great-camera-line-of-the-past-and-makes-it-digital/ | publisher = [[TechCrunch]] | title = Leica's M10 takes a great camera line of the past and makes it digital | date = 18 January 2017 | access-date= 19 January 2017 | first = Stefan  | last = Etienne}}</ref> / £5,600<ref name=""ap"">{{cite web | url = http://www.amateurphotographer.co.uk/reviews/compacts/leica-m-10-review-hands-on-first-look | publisher = [[Amateur Photographer]] | title = Leica M10 review: hands on first look | date = 18 January 2017 | access-date= 19 January 2017 | first = Michael | last = Topham}}</ref>"
Leica M10-D,Leica,2018,https://en.wikipedia.org/wiki/Leica_M10-D,2025-08-27T22:49:37.889573,2018,,[[CMOS sensor|CMOS]],5952 x 3992 pixels (24 MP),660 g (24 oz) (with battery),<!-- Release date -->,<!-- Film speed -->,,
Nikon Coolpix P1000,Nikon,2018,https://en.wikipedia.org/wiki/Nikon_Coolpix_P1000,2025-08-27T22:49:37.889598,2018,,[[CMOS]],4608 × 3456 (16 megapixels),"{{cvt|49.9|oz|g}}, including battery and memory card","September 6, 2018",,,[[US$]]999.95
Nikon D3500,Nikon,2018,https://en.wikipedia.org/wiki/Nikon_D3500,2025-08-27T22:49:37.889601,2018,,"23.5&nbsp;mm x 15.6&nbsp;mm [[Nikon DX format|DX]] [[CMOS image sensor|CMOS]], 1.5 x [[Image sensor format|FOV crop]]","6,000 × 4,000 (24.2 effective megapixels)",Approx. {{convert|12.9|oz|g|abbr=on}} body only,,"100-25,600",,
Nikon Z6,Nikon,2018,https://en.wikipedia.org/wiki/Nikon_Z6,2025-08-27T22:49:37.889603,2018,,Back-illuminated [[Active pixel sensor|CMOS sensor]],6048 x 4024 (24.5 effective [[megapixel]]s),"585&nbsp;g (body only), 675&nbsp;g (body with battery and memory card)",{{Start date and age|2018|11|16|df=yes|br=yes}},"Native range of ISO 100-51,200 (expandable to 50-204,800)",,"USD $1,999.95"
Nikon Z7,Nikon,2018,https://en.wikipedia.org/wiki/Nikon_Z7,2025-08-27T22:49:37.889606,2018,,Back-illuminated CMOS sensor<br>(Nikon FX format),8256 × 5504<br> (45.75 effective [[megapixel]]s),585g (body only),"{{Start date and age|2018|9|27}}<ref name=""verge""/>",ISO 64–25600 (standard)<br>ISO 32-102400 (expandable),,
Panasonic Lumix DC-GH5S,Panasonic,2018,https://en.wikipedia.org/wiki/Panasonic_Lumix_DC-GH5S,2025-08-27T22:49:37.889608,2018,,[[CMOS]],"3680 px × 2760 px, 3840 px × 2560 px, 4016 px × 2256 px, 4096 px × 2160 px (10.28 [[Megapixels]])",660 g (battery and SD cards inserted),January 2018,"ISO 160 to ISO 51200, extendable from ISO 80 to ISO 204800",,
Panasonic Lumix DC-GX9,Panasonic,2018,https://en.wikipedia.org/wiki/Panasonic_Lumix_DC-GX9,2025-08-27T22:49:37.889611,2018,,CMOS,5184 × 3888 (20.3&nbsp;megapixels),450&nbsp;g including battery,March 2018,ISO 200–25600 (100 expanded),,
Sony α7 III,Sony,2018,https://en.wikipedia.org/wiki/Sony_α7_III,2025-08-27T22:49:37.889616,2018,,[[BSI-CMOS]],6000&nbsp;× 4000 (24 megapixels),650&nbsp;g including battery,"April 10, 2018",,,"$1,999 USD body, $2,199 USD kit (28-70mm Zoom Lens)"
Canon EOS 250D,Canon,2019,https://en.wikipedia.org/wiki/Canon_EOS_250D,2025-08-27T22:49:38.414987,2019,,[[CMOS]],6000 × 4000 pixels (3.72 μm pixel size),{{cvt|451|g|oz}} [[Camera & Imaging Products Association|CIPA]],,100&nbsp;– 25600 (expandable to H2: 51200),,
Canon EOS M6 Mark II,Canon,2019,https://en.wikipedia.org/wiki/Canon_EOS_M6_Mark_II,2025-08-27T22:49:38.415008,2019,,,,,,,,
Canon EOS M200,Canon,2019,https://en.wikipedia.org/wiki/Canon_EOS_M200,2025-08-27T22:49:38.415012,2019,,,,,,,,
Canon EOS RP,Canon,2019,https://en.wikipedia.org/wiki/Canon_EOS_RP,2025-08-27T22:49:38.415014,2019,,dual-pixel CMOS sensor,6240 × 4160 pixels (26.2 megapixels),"{{cvt|440|g|oz}} (body only), {{cvt|485|g|oz}} (incl. battery and memory card)",{{Start date and age|2019|03|14|df=yes|br=yes}},"ISO 100 – 40,000 expandable to ISO 50 (L); 51,200 (H1), 102,400 (H2)",,"{{dollarsign|USD|1,299|lk=on}} - body only<br />{{dollarsign|USD|2,399|lk=on}} - body-and-lens kit"
Fujifilm GFX100,Fujifilm,2019,https://en.wikipedia.org/wiki/Fujifilm_GFX100,2025-08-27T22:49:38.415017,2019,,,,,,,,{{Plainlist|
Fujifilm X-A7,Fujifilm,2019,https://en.wikipedia.org/wiki/Fujifilm_X-A7,2025-08-27T22:49:38.415019,2019,,CMOS with [[Bayer filter]],6000 x 4000<br>(24.2 megapixels),{{convert|320|g|lb|abbr=on}} <br><small>including battery and memory card</small>,"September 12, 2019<ref name=FujiXA7/>",200–12800 <small>(standard)</small> <br>100–51200 <small>(extend)</small>,,USD 699 <small>(body)</small>
Fujifilm X-Pro3,Fujifilm,2019,https://en.wikipedia.org/wiki/Fujifilm_X-Pro3,2025-08-27T22:49:38.415022,2019,,[[Fujifilm X-Trans sensor|X-Trans CMOS 4]],6240 x 4160<br>(26.1 megapixels),{{convert|497|g|lb|abbr=on}} <br><small>without battery and memory card</small>,"October 23, 2019<ref name=XPro3/>",160–12800 <small>(standard)</small> <br>80–51200 <small>(extend)</small>,,"USD 1,799 <small>(body)</small>"
Fujifilm X-T30,Fujifilm,2019,https://en.wikipedia.org/wiki/Fujifilm_X-T30,2025-08-27T22:49:38.415024,2019,,[[Fujifilm X-Trans sensor|X-Trans CMOS 4]],26.1 megapixels <br>6240 x 4160,{{convert|383|g|lb|abbr=on}} <br><small>including battery and memory card</small>,{{Start date and age|2019|02|14|df=yes|br=yes}},160–12800 <small>(standard)</small> <br>80–51200 <small>(extend)</small>,,"USD 899 <small>(body)</small>,<br> USD 1,299 <small>(kit)</small>"
Leica M-E (Typ 240),Leica,2019,https://en.wikipedia.org/wiki/Leica_M-E_(Typ_240),2025-08-27T22:49:38.415026,2019,,CMOS,5976 x 3992 (24 megapixels),"680g including battery<ref name=""dpreview-spec"">{{Cite web |url=https://www.dpreview.com/products/leica/slrs/leica_m-e_typ240 |title=Leica M-E Typ 240: Digital Photography Review |website=www.dpreview.com |access-date=2019-11-27}}</ref>",<!-- Release date -->,200-6400,,
Leica Q2,Leica,2019,https://en.wikipedia.org/wiki/Leica_Q2,2025-08-27T22:49:38.415029,2019,,<!-- Image sensor -->,47 MP,,7 March 2019 <!-- Release date -->,,,
Leica SL2,Leica,2019,https://en.wikipedia.org/wiki/Leica_SL2,2025-08-27T22:49:38.415031,2019,,CMOS,8368 x 5584 (47.3 MP),{{Convert|825|g|abbr=on}},<!-- Release date -->,50 to 50000,,
Nikon Z50,Nikon,2019,https://en.wikipedia.org/wiki/Nikon_Z50,2025-08-27T22:49:38.415033,2019,,CMOS sensor<br>(Nikon DX format),"5,568 × 3,712<br> (20.9 effective [[megapixel]]s)",395g (body only)<br>450g (including battery),"{{Start date and age|2019|10|10}}<ref name=""nikon""/>",ISO 100–51200 (standard)<br>ISO 100–204800 (expandable),,
Olympus OM-D E-M1X,Olympus,2019,https://en.wikipedia.org/wiki/Olympus_OM-D_E-M1X,2025-08-27T22:49:38.415035,2019,,[[Live MOS]],20.4 megapixels<br/>50 megapixels (High Res Handheld)<br/>80 megapixels (High Res Tripod),849g (body only)<br/>997g (including two batteries and two memory cards),2019 Feb 22,100-25600,,
Olympus OM-D E-M5 Mark III,Olympus,2019,https://en.wikipedia.org/wiki/Olympus_OM-D_E-M5_Mark_III,2025-08-27T22:49:38.415038,2019,,,,,,,,
Olympus Tough TG-6,Olympus,2019,https://en.wikipedia.org/wiki/Olympus_Tough_TG-6,2025-08-27T22:49:38.415040,2019,,BSI-CMOS,4000 x 3000 (12 megapixels),253 g (0.56 lb / 8.92 oz),<!-- Release date -->,AUTO ISO: 100 ‐ 1600 with customizable upper limit from 100 to 12800 Manual ISO: 100 - 12800 (adjustable),,
Sigma fp,Sigma,2019,https://en.wikipedia.org/wiki/Sigma_fp,2025-08-27T22:49:38.415042,2019,,BSI-CMOS with Bayer filter,6000 x 4000 (24.6 megapixels),370g (body only),2019 October 25,ISO 100–25600 (standard)<br>ISO 6-102400 (expand),,
Sony α7R IV,Sony,2019,https://en.wikipedia.org/wiki/Sony_α7R_IV,2025-08-27T22:49:38.415047,2019,,[[BSI-CMOS]],9504&nbsp;× 6336 (61 megapixels),665&nbsp;g with battery and SD card,2019-07-16,ISO 100–32000 (expandable to ISO 50–102400) (still images)<ref name='Sony'>{{cite web|access-date=2019-07-16|title=α7R IV 35 mm full-frame camera with 61.0 MP|url=https://www.sony.com/electronics/interchangeable-lens-cameras/ilce-7rm4#product_details_default|website=Sony}}</ref>,,"MSRP $3,499 (USD)<ref name='Sony Product Page'>{{cite web|access-date=2020-05-16|title=α7R IV Product Page|url=https://www.sony.com/electronics/interchangeable-lens-cameras/ilce-7rm4#product_details_default|website=Sony}}</ref> £2,239.00 (GBP) 2019"
Sony α6400,Sony,2019,https://en.wikipedia.org/wiki/Sony_α6400,2025-08-27T22:49:38.415051,2019,,,,,,,,
Sony α6600,Sony,2019,https://en.wikipedia.org/wiki/Sony_α6600,2025-08-27T22:49:38.415053,2019,,[[Exmor]] R CMOS,6000 x 4000 (24.2MP),503g,August 2019,"auto, 100{{endash}}32000 (extend 50{{endash}}102400)",,USD$1800 (with 18{{endash}}135{{nbsp}}mm kit lens)
Canon EOS 850D,Canon,2020,https://en.wikipedia.org/wiki/Canon_EOS_850D,2025-08-27T22:49:38.937328,2020,,,,,,,,
Canon EOS C300 Mark III,Canon,2020,https://en.wikipedia.org/wiki/Canon_EOS_C300_Mark_III,2025-08-27T22:49:38.937349,2020,,,,,,,,
Canon EOS M50 Mark II,Canon,2020,https://en.wikipedia.org/wiki/Canon_EOS_M50_Mark_II,2025-08-27T22:49:38.937352,2020,,dual-pixel CMOS sensor,24.1 MP,{{cvt|387|g|oz}},{{Start date and age|2020|11|27|df=yes|br=yes}},"ISO 100&nbsp;– 25,600 expandable to 51,200",,$779.99
Canon EOS R5,Canon,2020,https://en.wikipedia.org/wiki/Canon_EOS_R5,2025-08-27T22:49:38.937354,2020,,Dual-pixel CMOS sensor,8192 × 5464 (44.8 MP),"{{cvt|650|g|oz}} (body only), {{cvt|738|g|oz}} (incl. battery and memory card)","Announced July 9, 2020","ISO 100&nbsp;– 51,200 expandable to 50&nbsp;– 102,400",,"R5:<br>$3,899 (body only)<br>$4,999 (with RF 24-105 F/4 L IS USM)<br><br>R5 C:<br> $4,499 (body only)"
Canon EOS R6,Canon,2020,https://en.wikipedia.org/wiki/Canon_EOS_R6,2025-08-27T22:49:38.937357,2020,,dual-pixel CMOS sensor,5472 × 3648 pixels (6.56 μm pixel size) (20.1 MP),"{{cvt|598|g|oz}} (body only), {{cvt|680|g|oz}} (incl. battery and memory card)","July 09, 2020","ISO 100&nbsp;– 102,400 expandable to 204,800 and 50",,"$2,499.00 (body only)<br/>$2,899 (with RF 24-105 F4-7.1 IS STM)<br/>$3,599 (with RF 24-105 F4 L IS USM)"
Canon EOS-1D X Mark III,Canon,2020,https://en.wikipedia.org/wiki/Canon_EOS-1D_X_Mark_III,2025-08-27T22:49:38.937360,2020,,[[CMOS]],5472 × 3648 (20.0 effective [[megapixel]]s),"{{cvt|1440|g|lb}} including battery and CFexpress card, body only",January 2020,100&nbsp;– 102400 (expandable from L: 50 to H1: 204800; H2: 409600; H3: 819200),,$6499 (body only)
Fujifilm X-S10,Fujifilm,2020,https://en.wikipedia.org/wiki/Fujifilm_X-S10,2025-08-27T22:49:38.937362,2020,,[[Fujifilm X-Trans sensor|X-Trans CMOS 4]],26.1 megapixels <br>6240 x 4160,{{convert|465|g|lb|abbr=on}} <br>including battery and memory card,{{Start date and age|2020|11|19}},160–12800 (standard) <br>80–51200 (extended),,"USD 1000 (body), <br> USD 1400 (18-55mm kit),<br> USD 1500 (16-80mm kit)"
Fujifilm X-T4,Fujifilm,2020,https://en.wikipedia.org/wiki/Fujifilm_X-T4,2025-08-27T22:49:38.937364,2020,,[[Fujifilm X-Trans sensor|X-Trans CMOS 4]],26.1 megapixels <br>6240 x 4160,{{convert|607|g|lb|abbr=on}} <br><small>including battery and memory card</small>,{{Start date and age|2020|04|28|df=yes|br=yes}},160–12800 <small>(standard)</small> <br>80–51200 <small>(extend)</small>,,"USD 1,699 <small>(body)</small>,<br> USD 2,199 <small>(kit)</small>"
Fujifilm X-T200,Fujifilm,2020,https://en.wikipedia.org/wiki/Fujifilm_X-T200,2025-08-27T22:49:38.937367,2020,,[[CMOS]] with [[Bayer filter]],24.2 megapixels <br>6000 x 4000,{{convert|370|g|lb|abbr=on}} <br><small>including battery and memory card</small>,{{Start date and age|2020|01|23|df=yes|br=yes}},200–12800 <small>(standard)</small> <br>100–51200 <small>(extend)</small>,,"USD 699 <small>(body)</small>,<br> USD 799 <small>(kit)</small>"
Leica M10,Leica,2020,https://en.wikipedia.org/wiki/Leica_M10,2025-08-27T22:49:38.937369,2020,,[[CMOS]],24 [[Megapixels]] (RAW Color Depth:12bits),{{Convert|660|g|abbr=on}} (incl. battery),,100 to 50000,,"$6,495<ref name=""techcrunch"">{{cite web | url = https://techcrunch.com/2017/01/18/leicas-m10-takes-a-great-camera-line-of-the-past-and-makes-it-digital/ | publisher = [[TechCrunch]] | title = Leica's M10 takes a great camera line of the past and makes it digital | date = 18 January 2017 | access-date= 19 January 2017 | first = Stefan  | last = Etienne}}</ref> / £5,600<ref name=""ap"">{{cite web | url = http://www.amateurphotographer.co.uk/reviews/compacts/leica-m-10-review-hands-on-first-look | publisher = [[Amateur Photographer]] | title = Leica M10 review: hands on first look | date = 18 January 2017 | access-date= 19 January 2017 | first = Michael | last = Topham}}</ref>"
Leica M10 Monochrom,Leica,2020,https://en.wikipedia.org/wiki/Leica_M10_Monochrom,2025-08-27T22:49:38.937371,2020,,[[CMOS sensor|CMOS]],41 [[Megapixels]],{{Convert|660|g|abbr=on}},,"160 to 100,000",,
Nikon D6,Nikon,2020,https://en.wikipedia.org/wiki/Nikon_D6,2025-08-27T22:49:38.937373,2020,,[[CMOS]],5568 × 3712 [[pixel]]s<br/> (20.8 [[megapixel]]s),"1,450 grams w/ battery and 2 CFexpress cards",{{Start date and age|2020|2|12|df=yes|br=yes}},"ISO equivalency 100 to 102,400 in 1/3, 1/2 or 1.0 EV steps, Boost: 50–3,280,000 in 1/3, 1/2 or 1.0 EV steps",,"US$6,499.95"
Nikon D780,Nikon,2020,https://en.wikipedia.org/wiki/Nikon_D780,2025-08-27T22:49:38.937376,2020,,[[Back-illuminated sensor|BSI]] [[CMOS]],"6,048 x 4,024 [[pixel]]s<br/> (24.3 [[megapixel]]s)",755 g camera body only (840 g with battery and SD card),6 January 2020,"100–51,200, extended mode 50 to 204,800",,
Nikon Z5,Nikon,2020,https://en.wikipedia.org/wiki/Nikon_Z5,2025-08-27T22:49:38.937378,2020,,[[CMOS]],6016 × 4016<br>(24 effective [[megapixel]]s),590g (body only),,ISO 100–51200 (standard)<br>ISO 50–102400 (expandable),,
Nikon Z6II,Nikon,2020,https://en.wikipedia.org/wiki/Nikon_Z6II,2025-08-27T22:49:38.937380,2020,,,,,,"Native range of ISO 100–51,200 (expandable to 50–204,800)",,
Nikon Z7II,Nikon,2020,https://en.wikipedia.org/wiki/Nikon_Z7II,2025-08-27T22:49:38.937382,2020,,,,,,,,
Nikon Z9,Nikon,2020,https://en.wikipedia.org/wiki/Nikon_Z9,2025-08-27T22:49:38.937384,2020,,Stacked back-illuminated [[Active pixel sensor|CMOS sensor]],"8,256 x 5,504 (45.7 effective [[megapixel]]s)","1340g (with battery, memory card)<br />1160g (body only)",{{Start date and age|2021|12|24|df=yes|br=yes}},"Native range of ISO 64-25,600 (expandable to 32-102,400)",,"JPY 700,000 (body only)<br>"
Olympus OM-D E-M1 Mark III,Olympus,2020,https://en.wikipedia.org/wiki/Olympus_OM-D_E-M1_Mark_III,2025-08-27T22:49:38.937387,2020,,TruePic IX,20.4 Mp <br /> 8160 × 6120 (50 Mp) hand-held 'High Res Shot' <br /> 10368 × 7776 (80 Mp) Tripod 'High Res Shot',580 g (1.28 lb / 20.46 oz),2020,"200–25600, with ""LOW ISO 64""",,
